Song_id,Title,Artist,Valance,Arousal,Genre,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,have_sim
2347,It's All Your Fault,P!nk,216462,789731,pop,39,132,3998,18,648,1
2348,Frizzle Fry,Primus,442616,590165,rock,218,217,861,402,560,1
2349,Natural Joe,Primus,310756,676064,rock,-1,-1,-1,-1,-1,0
2350,Wait Up,Q-Tip,331150,594272,hip hop,-1,-1,-1,-1,-1,0
2351,Ice Age,Ras Kass,437719,471190,hip hop,-1,-1,-1,-1,-1,0
2352,Brooklyn Zoo & Ratatat - Intro,Ratatat,563650,710109,hip hop,-1,-1,-1,-1,-1,0
2353,Swisha,Ratatat,377827,652418,hip hop,1551,3987,-1,-1,-1,1
2354,Field Below,Regina Spektor,101608,227377,pop,1549,1548,1587,1667,1566,1
2355,Lady,Regina Spektor,319017,421154,pop,2357,1549,1304,1587,1667,1
2356,Summer In The City,Regina Spektor,120943,313453,pop,1549,1548,1304,3245,3244,1
2357,Generation Lost,Rise Against,244367,902347,rock,1899,3077,1588,2624,3337,1
2358,Under The Knife,Rise Against,114577,957154,rock,788,3077,658,1887,1588,1
2359,Worth Dying For,Rise Against,229913,1061224,rock,788,3077,1887,1588,777,1
2360,Audience of One,Rise Against,364504,814965,rock,2362,3078,1658,1588,869,1
2361,The Dirt Whispered,Rise Against,481171,854301,rock,3078,1887,1658,698,856,1
2362,Calliope At Night,Clint Mansell,496603,177761,soundtrack,-1,-1,-1,-1,-1,0
2363,Death In The Desert,Clint Mansell,250954,47861,soundtrack,-1,-1,-1,-1,-1,0
2364,Bonding,Clint Mansell,285616,130762,soundtrack,-1,-1,-1,-1,-1,0
2365,Don't Know Why,Saves the Day,63435,646475,pop,1893,-1,-1,-1,-1,1
2366,Crushing Belial,Shadows Fall,427352,956553,metal,2170,-1,-1,-1,-1,1
2367,The First Noble Truth,Shadows Fall,313943,968457,metal,2143,-1,-1,-1,-1,1
2368,Stepping Outside The Circle,Shadows Fall,426953,936711,metal,-1,-1,-1,-1,-1,0
2369,Mystery Of The Spirit,Shadows Fall,291525,990688,metal,-1,-1,-1,-1,-1,0
2370,Welcome To The Machine,Shadows Fall,454562,787472,metal,-1,-1,-1,-1,-1,0
2371,The Light That Blinds,Shadows Fall,374279,940454,metal,2375,2679,-1,-1,-1,1
2372,Enlightened By The Cold,Shadows Fall,277865,995851,metal,2170,-1,-1,-1,-1,1
2373,Inspiration On Demand,Shadows Fall,277754,909251,metal,2373,2170,-1,-1,-1,1
2374,Those Who Cannot Speak,Shadows Fall,340885,1020090,metal,-1,-1,-1,-1,-1,0
2375,In Effigy,Shadows Fall,382750,847008,metal,-1,-1,-1,-1,-1,0
2376,Burning The Lives,Shadows Fall,363678,960519,metal,2378,-1,-1,-1,-1,1
2377,Failure Of The Devout,Shadows Fall,252443,840493,metal,2377,2176,-1,-1,-1,1
2378,Venomous,Shadows Fall,481286,1035601,metal,-1,-1,-1,-1,-1,0
2379,The Great Collapse,Shadows Fall,334225,495304,metal,2381,-1,-1,-1,-1,1
2380,Just Another Nightmare,Shadows Fall,208962,1058779,metal,2380,-1,-1,-1,-1,1
2381,Smile in Your Sleep,Silverstein,225408,1050123,metal,3204,2218,3308,3964,698,1
2382,Shadow Creator,Skyfire,152178,985318,metal,-1,-1,-1,-1,-1,0
2383,Sulfer,Slipknot,165526,1023041,metal,2386,2385,1655,777,2642,1
2384,Psychosocial,Slipknot,288029,980931,metal,2386,1655,777,308,2642,1
2385,Dead Memories,Slipknot,41563,992106,metal,2385,1655,1657,777,2642,1
2386,Snuff,Slipknot,105924,529146,metal,2386,2385,308,579,777,1
2387,You Could Be Happy,Snow Patrol,167662,177637,rock,3679,3961,586,3051,2286,1
2388,In My Arms,Snow Patrol,574706,701939,rock,638,287,3961,902,3246,1
2389,Raoui (The Storyteller),Souad Massi,133136,163765,world,-1,-1,-1,-1,-1,0
2390,Denya (The Earth),Souad Massi,468581,563068,world,-1,-1,-1,-1,-1,0
2391,Rani Rayha (I'm Leaving),Souad Massi,309356,399000,world,-1,-1,-1,-1,-1,0
2392,Matbkiche (Don't Cry),Souad Massi,526526,107673,world,-1,-1,-1,-1,-1,0
2393,Denya Wezmen,Souad Massi,477053,451024,world,-1,-1,-1,-1,-1,0
2394,Hunted Down,Soundgarden,561985,782072,rock,1327,1681,1674,-1,-1,1
2395,Kickstand,Soundgarden,496821,966396,rock,2158,728,-1,-1,-1,1
2396,Applebite,Soundgarden,371922,594352,rock,2160,1674,217,-1,-1,1
2397,Detached,Spineshank,375494,903156,metal,-1,-1,-1,-1,-1,0
2398,Grey,Spineshank,475511,917886,metal,1652,-1,-1,-1,-1,1
2399,Height Of Callousness,Spineshank,323524,945807,metal,2401,-1,-1,-1,-1,1
2400,Play God,Spineshank,445508,950961,metal,3205,3182,-1,-1,-1,1
2401,Consumed (Obsessive Compulsive),Spineshank,311479,790971,metal,-1,-1,-1,-1,-1,0
2402,Fallback,Spineshank,358735,853227,metal,-1,-1,-1,-1,-1,0
2403,Talk Her Down,Starsailor,539413,530823,rock,-1,-1,-1,-1,-1,0
2404,Fidelity,Starsailor,351579,364230,rock,2415,-1,-1,-1,-1,1
2405,My Damnation,Static?X,430991,836455,metal,-1,-1,-1,-1,-1,0
2406,Immigrant Eyes,Steve Earle,293201,289487,folk,-1,-1,-1,-1,-1,0
2407,We Will Fall Together,Streetlight Manifesto,358074,1079148,rock,-1,-1,-1,-1,-1,0
2408,The Receiving End Of It All,Streetlight Manifesto,623796,919808,rock,-1,-1,-1,-1,-1,0
2409,Pancho Villa,Sun Kil Moon,418943,644336,folk,3226,-1,-1,-1,-1,1
2410,Space Travel Is Boring,Sun Kil Moon,506094,412017,folk,2412,3067,2510,-1,-1,1
2411,Ocean Breathes Salty,Sun Kil Moon,456119,245527,folk,2411,3068,2510,805,-1,1
2412,In It For the Money,Supergrass,442250,872924,rock,-1,-1,-1,-1,-1,0
2413,Jesus Came From Outta Space,Supergrass,481629,832148,rock,-1,-1,-1,-1,-1,0
2414,Mansize Rooster,Supergrass,570137,822963,rock,1708,533,641,779,2521,1
2415,Low C,Supergrass,518409,664759,rock,-1,-1,-1,-1,-1,0
2416,Plenty,Terrence Howard,474947,679879,randb,3693,-1,-1,-1,-1,1
2417,People Get Ready-Brotherly Love,Terry Callier,418453,496058,randb,-1,-1,-1,-1,-1,0
2418,Believe,The Chemical Brothers,258986,901854,electro,220,663,78,434,-1,1
2419,"You Can't Spell Crap Without ""C""",The Devil Wears Prada,331247,880838,metal,-1,-1,-1,-1,-1,0
2420,Nickels Is Money Too,The Devil Wears Prada,104128,946946,metal,-1,-1,-1,-1,-1,0
2421,There You Are,Goo Goo Dolls,474872,978940,rock,2430,1508,-1,-1,-1,1
2422,Long Way Down,Goo Goo Dolls,72843,1051644,rock,1310,2222,2430,760,905,1
2423,Before It's Too Late (Sam and Mikaela's Theme),Goo Goo Dolls,402465,552928,rock,1312,1522,-1,-1,-1,1
2424,Until You Dare,The Hooters,473787,657999,pop,-1,-1,-1,-1,-1,0
2425,My Girl,The Mamas & the Papas,857098,554515,pop,-1,-1,-1,-1,-1,0
2426,California Dreamin',The Mamas & the Papas,531457,670597,pop,-1,-1,-1,-1,-1,0
2427,Funeral Song,The Rasmus,34039,539926,metal,1,3988,880,1886,3165,1
2428,From the Bottom of My Heart,The Wallflowers,79631,498261,rock,446,-1,-1,-1,-1,1
2429,Say I'm Sorry,Theory of a Deadman,322506,767378,rock,2185,-1,-1,-1,-1,1
2430,The Forgotten People,Thievery Corporation,675305,626127,electro,1141,346,808,663,434,1
2431,Home,Three Days Grace,108757,961693,rock,2118,856,1,2223,308,1
2432,Wake Up,Three Days Grace,105319,951360,rock,869,856,2650,2223,308,1
2433,Pain,Three Days Grace,183470,930215,rock,2435,1707,856,1,308,1
2434,Never Too Late,Three Days Grace,299452,705720,rock,2434,1,308,856,1707,1
2435,Let It Die,Three Days Grace,138002,744421,rock,2649,2223,308,856,1,1
2436,One X,Three Days Grace,456853,795558,rock,2436,2649,856,2223,2118,1
2437,Don't Jump,Tokio Hotel,54851,779246,rock,791,646,4078,3680,-1,1
2438,Can't Stop The Sun,Tom Petty and The Heartbreakers,230958,517486,rock,-1,-1,-1,-1,-1,0
2439,Pimp Without A Caddy,Tone?L?c,525252,657376,hip hop,-1,-1,-1,-1,-1,0
2440,It Never Rains in Southern California,Tony! Toni! Tone!,814660,476216,randb,636,-1,-1,-1,-1,1
2441,Enigma,Trapt,3718,621978,rock,-1,-1,-1,-1,-1,0
2442,My Own Design,Trapt,311377,837205,rock,-1,-1,-1,-1,-1,0
2443,Black Rose,Trapt,54553,689552,rock,2185,1320,2225,-1,-1,1
2444,Down From The Sky,Trivium,412559,904824,metal,2446,2372,1862,1205,1685,1
2445,Into The Mouth Of Hell We March,Trivium,288514,800036,metal,1644,-1,-1,-1,-1,1
2446,Of Prometheus And The Crucifix,Trivium,378464,873513,metal,2372,-1,-1,-1,-1,1
2447,S.M.F.,Twisted Sister,379899,796795,rock,2634,-1,-1,-1,-1,1
2448,Desolate Earth The End Is Here,Underoath,186860,149189,metal,-1,-1,-1,-1,-1,0
2449,Loss Of Control,Van Halen,500246,881468,rock,2448,-1,-1,-1,-1,1
2450,Let It Roll,Velvet Revolver,411726,1009892,rock,1711,856,-1,-1,-1,1
2451,Ordo (Ab Chao),(h?d) p.e.,550592,873329,rock,-1,-1,-1,-1,-1,0
2452,Work On This,(h?d) p.e.,497584,792869,rock,-1,-1,-1,-1,-1,0
2453,We're In This Love Together,Al Jarreau,475244,617673,randb,1163,1769,-1,-1,-1,1
2454,She's Leaving Home,Al Jarreau,476255,410834,randb,2057,-1,-1,-1,-1,1
2455,Through it All,Al Jarreau,397568,520180,randb,22,-1,-1,-1,-1,1
2456,Breezin',Al Jarreau,529675,647370,randb,-1,-1,-1,-1,-1,0
2457,Behind The Gardens - Behind The Wall - Under The Tree,Andreas Vollenweider,602518,291080,world,-1,-1,-1,-1,-1,0
2458,Caverna Magica,Andreas Vollenweider,778358,290831,world,737,-1,-1,-1,-1,1
2459,The White Winds,Andreas Vollenweider,772538,268562,world,554,737,-1,-1,-1,1
2460,Kira's Waltz,Andreas Vollenweider,484572,534947,world,554,-1,-1,-1,-1,1
2461,Rhodeaoh,Andrew Bird,726731,212394,pop,-1,-1,-1,-1,-1,0
2462,Untitled Track,Andrew Bird,300155,510705,pop,-1,-1,-1,-1,-1,0
2463,Mx Missiles,Andrew Bird,350156,187854,pop,1667,3965,-1,-1,-1,1
2464,Bradley Smith,At the Drive-In,443581,1004053,rock,2466,-1,-1,-1,-1,1
2465,Instigate the Role,At the Drive-In,541304,851619,rock,2465,2623,794,-1,-1,1
2466,Enfilade,At the Drive-In,518764,807028,rock,3986,-1,-1,-1,-1,1
2467,Made of Glass,ATB,134262,621862,electro,-1,-1,-1,-1,-1,0
2468,Trilogy (The Final Chapter),ATB,979121,240900,electro,-1,-1,-1,-1,-1,0
2469,One small Step,ATB,491274,131317,electro,-1,-1,-1,-1,-1,0
2470,Under the Sky,ATB,592858,29072,electro,2472,-1,-1,-1,-1,1
2471,One Million Miles,ATB,611514,14372,electro,-1,-1,-1,-1,-1,0
2472,Exodo II,Juan Blas,572159,462688,electro,-1,-1,-1,-1,-1,0
2473,Detlef Schrempf,Band of Horses,243897,416946,rock,4033,1701,4041,1551,-1,1
2474,Simplesmente,Bebel Gilberto,895974,126266,latin,2723,3619,2024,-1,-1,1
2475,All Around,Bebel Gilberto,810568,317330,latin,2933,3619,2026,-1,-1,1
2476,Beyond the Sunrise,Belle and Sebastian,946052,66613,pop,-1,-1,-1,-1,-1,0
2477,Esther Warns Judah - The River - The People Gather,cinema,449242,485985,soundtrack,-1,-1,-1,-1,-1,0
2478,All The Way Down,Biffy Clyro,277460,561387,rock,-1,-1,-1,-1,-1,0
2479,Ain't No Easy Way,Black Rebel Motorcycle Club,286760,737547,rock,915,595,2286,631,905,1
2480,Lien On Your Dreams,Black Rebel Motorcycle Club,513781,624512,rock,595,3051,3200,1362,1839,1
2481,Journey Through The Dark,Blind Guardian,391429,965642,rock,1646,1644,1643,-1,-1,1
2482,Flume,Bon Iver,277406,198142,folk,2557,3066,1663,3068,1662,1
2483,Re-Stacks,Bon Iver,227900,142458,folk,-1,-1,-1,-1,-1,0
2484,Blood Bank,Bon Iver,245881,409153,folk,2557,3066,4012,1663,1662,1
2485,Jaws Theme Swimming,Brand New,339661,788104,rock,3308,1887,2716,1488,-1,1
2486,Handcuffs,Brand New,242181,394483,rock,1887,3204,2592,-1,-1,1
2487,A Lost Forgotten Sad Spirit,Burzum,370460,890295,metal,2503,-1,-1,-1,-1,1
2488,Hvis Lyset Tar Oss,Burzum,382064,880236,metal,2503,-1,-1,-1,-1,1
2489,Illa Ti-andi,Burzum,315712,86714,metal,-1,-1,-1,-1,-1,0
2490,Wild Horses,Calexico,593123,166330,folk,-1,-1,-1,-1,-1,0
2491,I Guess I'll Hang My Tears Out To Dry,Cannonball Adderley,576805,320268,jazz,64,1463,121,-1,-1,1
2492,Deadnight Warrior,Children of Bodom,480172,990085,metal,1862,2503,-1,-1,-1,1
2493,Touch Like Angel of Death,Children of Bodom,318223,1062788,metal,2493,2503,-1,-1,-1,1
2494,Hate Me!,Children of Bodom,318772,943361,metal,1685,1864,1205,-1,-1,1
2495,Bodom After Midnight - Bodom Bodom Beach Terror,Children of Bodom,288949,861350,metal,-1,-1,-1,-1,-1,0
2496,Goodbye To Mother And The Cove,Clap Your Hands Say Yeah,300513,469320,rock,-1,-1,-1,-1,-1,0
2497,Robbers,Cold War Kids,396168,622434,rock,1702,4033,1551,3968,-1,1
2498,Avalanche In B,Cold War Kids,39575,171098,rock,2286,1728,2707,3595,-1,1
2499,Beyond Being,Conjure One,472965,387508,electro,2469,1937,-1,-1,-1,1
2500,Till It Happens to You,Corinne Bailey Rae,167150,402201,randb,1564,381,2056,1593,3301,1
2501,Hell Awaits,Cradle of Filth,385565,820491,metal,3004,3006,-1,-1,-1,1
2502,The Forest Whispers My Name,Cradle of Filth,490972,818923,metal,2488,2995,-1,-1,-1,1
2503,The Foetus Of A New Day Kicking,Cradle of Filth,508303,899317,metal,3008,2255,1441,1433,-1,1
2504,Despise The Icons,Despised Icon,379298,1046342,metal,-1,-1,-1,-1,-1,0
2505,Luna de Margarita,Devendra Banhart,86140,333614,folk,1567,3965,-1,-1,-1,1
2506,Remember,Devendra Banhart,667210,62590,folk,3067,2483,3066,6,-1,1
2507,Higher,Dr. Dre,343377,706162,hip hop,-1,-1,-1,-1,-1,0
2508,Pray For Me,E-40,551746,531273,hip hop,-1,-1,-1,-1,-1,0
2509,Between The Bars,Elliott Smith,229727,75647,folk,1663,1662,3068,2483,3066,1
2510,Strung Out Again,Elliott Smith,396663,495255,folk,2202,1378,-1,-1,-1,1
2511,Going Nowhere,Elliott Smith,268983,220538,folk,3067,1664,3066,2202,1378,1
2512,Whatever (Folk Song In C),Elliott Smith,345364,403220,folk,1662,2483,3068,805,-1,1
2513,Postcard,Jon Brion,425181,65788,soundtrack,-1,-1,-1,-1,-1,0
2514,Down The Drain,Jon Brion,253040,25834,soundtrack,1602,1534,-1,-1,-1,1
2515,Dead On Arrival,Fall Out Boy,482912,1062621,rock,2345,1887,1488,3078,1487,1
2516,Thriller,Fall Out Boy,382251,867606,rock,2345,1887,1488,658,3078,1
2517,Forgive,Feeder,378442,799034,rock,2414,2042,-1,-1,-1,1
2518,Radioman,Feeder,364364,594310,rock,3241,-1,-1,-1,-1,1
2519,Oxygen,Feeder,274140,685861,rock,2404,2414,-1,-1,-1,1
2520,Just A Day,Feeder,378802,860221,rock,3200,533,557,661,-1,1
2521,Child In You,Feeder,222434,245933,rock,2404,2414,-1,-1,-1,1
2522,Moonshine,Feeder,353041,625999,rock,2404,502,-1,-1,-1,1
2523,Mr. Motherfucker,Frankenstein Drag Queens from Planet 13,430696,870869,rock,-1,-1,-1,-1,-1,0
2524,I Was a Teenage Ghoul Scout,Frankenstein Drag Queens from Planet 13,441984,883528,rock,-1,-1,-1,-1,-1,0
2525,Eat Drugs First,Frankenstein Drag Queens from Planet 13,406069,905921,rock,-1,-1,-1,-1,-1,0
2526,Your Mother Sucks Cocks In Hell,Frankenstein Drag Queens from Planet 13,358810,896750,rock,-1,-1,-1,-1,-1,0
2527,Whoop D God Damn Da Doo,Frankenstein Drag Queens from Planet 13,437345,772124,rock,-1,-1,-1,-1,-1,0
2528,Rock N Roll,Frankenstein Drag Queens from Planet 13,429028,897654,rock,-1,-1,-1,-1,-1,0
2529,Dawn of the Dead,Frankenstein Drag Queens from Planet 13,474640,867737,rock,-1,-1,-1,-1,-1,0
2530,Shoot to Thrill,Frankenstein Drag Queens from Planet 13,427852,888599,rock,-1,-1,-1,-1,-1,0
2531,Nice To Meet You Anyway,Gavin DeGraw,344415,569155,pop,1579,2204,1577,-1,-1,1
2532,Satan Is A Lawyer,Gojira,537314,703783,metal,-1,-1,-1,-1,-1,0
2533,The Link,Gojira,334068,620000,metal,-1,-1,-1,-1,-1,0
2534,Torii,Gojira,313545,24910,metal,-1,-1,-1,-1,-1,0
2535,Ocean Planet,Gojira,473915,864552,metal,662,-1,-1,-1,-1,1
2536,From Mars,Gojira,455627,551258,metal,1222,1209,-1,-1,-1,1
2537,Kim You Bore Me To Death,Grandaddy,193833,793895,rock,-1,-1,-1,-1,-1,0
2538,Oxygen - Auxsend,Grandaddy,273402,385706,rock,-1,-1,-1,-1,-1,0
2539,At My Post,Grandaddy,389503,572894,rock,3595,3597,-1,-1,-1,1
2540,Shimmy Shimmy Quarter Turn (Take It Back to Square One),Hellogoodbye,526078,908095,pop,1893,-1,-1,-1,-1,1
2541,Bonnie Taylor Shakedown,Hellogoodbye,701607,887010,pop,-1,-1,-1,-1,-1,0
2542,Don't Explain,Herbie Hancock,158809,232967,jazz,-1,-1,-1,-1,-1,0
2543,Far From Home,Hinder,199111,832775,rock,1671,1700,2223,1503,647,1
2544,Fyrsta fer?,cinema,508423,21081,soundtrack,-1,-1,-1,-1,-1,0
2545,Vetur,cinema,261217,346037,soundtrack,-1,-1,-1,-1,-1,0
2546,Hlemmur 2,cinema,723016,265353,soundtrack,-1,-1,-1,-1,-1,0
2547,1993,cinema,486746,27783,soundtrack,-1,-1,-1,-1,-1,0
2548,23.2,cinema,828261,129114,soundtrack,-1,-1,-1,-1,-1,0
2549,My Best Friend,Hot Hot Heat,525566,781644,rock,3207,4033,-1,-1,-1,1
2550,I'm Not There,cinema,328901,610668,soundtrack,-1,-1,-1,-1,-1,0
2551,Stuck Inside Of Mobile With The Memphis Blues Again,cinema,464056,653217,soundtrack,-1,-1,-1,-1,-1,0
2552,Cold Irons Bound,cinema,407132,287136,soundtrack,-1,-1,-1,-1,-1,0
2553,Live Love Die,In Fear and Faith,116576,938548,metal,2218,-1,-1,-1,-1,1
2554,The End,In Fear and Faith,147329,871831,metal,-1,-1,-1,-1,-1,0
2555,The Road To Hell Is Paved With Good Intentions,In Fear and Faith,411149,864781,metal,-1,-1,-1,-1,-1,0
2556,Naked as We Came,Iron & Wine,594585,379726,folk,-1,-1,-1,-1,-1,0
2557,Cinder And Smoke,Iron & Wine,901412,270626,folk,-1,-1,-1,-1,-1,0
2558,Each Coming Night,Iron & Wine,740489,258840,folk,-1,-1,-1,-1,-1,0
2559,Free Until They Cut Me Down,Iron & Wine,394331,472551,folk,-1,-1,-1,-1,-1,0
2560,Resurrection Fern,Iron & Wine,146652,203236,folk,-1,-1,-1,-1,-1,0
2561,She Got Her Own,Jamie Foxx,894354,511909,randb,1781,790,4020,628,-1,1
2562,Weekend Lover,Jamie Foxx,850537,461298,randb,628,33,1257,636,-1,1
2563,Fever,Jimmy Smith,858960,489762,jazz,-1,-1,-1,-1,-1,0
2564,For The Good Times,Jimmy Smith,548158,384482,jazz,-1,-1,-1,-1,-1,0
2565,Jazz Scattin',Jimmy Smith,300740,574206,jazz,-1,-1,-1,-1,-1,0
2566,Asik vaysel,Joe Satriani,421826,687386,rock,-1,-1,-1,-1,-1,0
2567,Vinheta,Jorge Ben,654761,658482,latin,-1,-1,-1,-1,-1,0
2568,Vaca Que Cambia De Querencia,Juana Molina,450316,173169,pop,1667,-1,-1,-1,-1,1
2569,I'm a Dog,Kid Rock,463457,768387,rock,2192,-1,-1,-1,-1,1
2570,Rock 'N Roll Pain Train,Kid Rock,423379,785378,rock,-1,-1,-1,-1,-1,0
2571,Gone B4 Yr Home,Le Tigre,700394,484125,pop,3260,-1,-1,-1,-1,1
2572,El Mono Tremendo,Luis Alberto Spinetta,543547,808233,pop,-1,-1,-1,-1,-1,0
2573,Tu Cuerpo Mediodia,Luis Alberto Spinetta,239950,565532,pop,-1,-1,-1,-1,-1,0
2574,Esta es la Sombra,Luis Alberto Spinetta,403998,292900,pop,-1,-1,-1,-1,-1,0
2575,These Chains,Marillion,384007,480127,rock,2285,1892,-1,-1,-1,1
2576,This Is the 21st Century,Marillion,457645,587721,rock,1892,2285,406,-1,-1,1
2577,See it like a Baby,Marillion,306877,644149,rock,1892,-1,-1,-1,-1,1
2578,These Hard Times,Matchbox Twenty,558232,432166,rock,-1,-1,-1,-1,-1,0
2579,Rebirth,Medeski Martin and Wood,300675,497215,jazz,-1,-1,-1,-1,-1,0
2580,Nothing In Rambling,Memphis Minnie,434451,326357,blues,-1,-1,-1,-1,-1,0
2581,Butcher,Metric,476973,149465,pop,2584,3240,-1,-1,-1,1
2582,Calculation Theme,Metric,488767,334528,pop,3245,1551,-1,-1,-1,1
2583,Patriarch On a Vespa,Metric,336795,806945,pop,4033,2692,1701,-1,-1,1
2584,White Lips Kissed,Mew,302116,450796,pop,1532,2477,1551,-1,-1,1
2585,Tin Soldiers,The Mighty Mighty Bosstones,274471,980096,rock,-1,-1,-1,-1,-1,0
2586,Desensitized,The Mighty Mighty Bosstones,451623,947491,rock,-1,-1,-1,-1,-1,0
2587,Great Plain,Mike Oldfield,522963,530643,rock,-1,-1,-1,-1,-1,0
2588,The Watchful Eye,Mike Oldfield,633502,94973,rock,554,-1,-1,-1,-1,1
2589,Moonwatch,Mike Oldfield,686904,14220,rock,2589,-1,-1,-1,-1,1
2590,Harmonics,Mike Oldfield,535310,451589,rock,-1,-1,-1,-1,-1,0
2591,Knights,Minus the Bear,385918,594709,rock,2286,-1,-1,-1,-1,1
2592,Don't Call It A Come Back,Motion City Soundtrack,336220,783103,rock,-1,-1,-1,-1,-1,0
2593,A-OK,Motion City Soundtrack,416964,959210,rock,1715,-1,-1,-1,-1,1
2594,More Than Words,Naturally 7,991938,463401,randb,-1,-1,-1,-1,-1,0
2595,Insensitivity,Neurosis,319240,718598,metal,-1,-1,-1,-1,-1,0
2596,Pain Of Mind,Neurosis,332464,1026207,metal,-1,-1,-1,-1,-1,0
2597,Takeahnase,Neurosis,310925,737267,metal,2599,-1,-1,-1,-1,1
2598,Empty,Neurosis,239648,549892,metal,2598,-1,-1,-1,-1,1
2599,Exist,Neurosis,403734,219435,metal,-1,-1,-1,-1,-1,0
2600,Away,Neurosis,229404,61954,metal,-1,-1,-1,-1,-1,0
2601,No River to Take Me Home,Neurosis,245389,569479,metal,-1,-1,-1,-1,-1,0
2602,Origin,Neurosis,293089,316478,metal,-1,-1,-1,-1,-1,0
2603,Just To Get High,Nickelback,147520,876265,rock,1313,2223,764,1503,633,1
2604,Rewind,Paolo Nutini,315856,322609,pop,3970,1395,2265,1246,3229,1
2605,Family Man,Pat Green,319806,458240,country,-1,-1,-1,-1,-1,0
2606,I Like Texas,Pat Green,575431,466146,country,-1,-1,-1,-1,-1,0
2607,You Gotta Know,Pat Green,445946,636483,country,2609,-1,-1,-1,-1,1
2608,Washington Avenue,Pat Green,246180,321184,country,2608,-1,-1,-1,-1,1
2609,Wrong Side of Town,Pat Green,485712,377306,country,-1,-1,-1,-1,-1,0
2610,Sing 'Til I Stop Crying,Pat Green,284078,519017,country,-1,-1,-1,-1,-1,0
2611,It's Time,Pat Green,503514,735554,country,-1,-1,-1,-1,-1,0
2612,Forklift,Pavement,596582,862777,rock,-1,-1,-1,-1,-1,0
2613,Artists Rendering Of Me,Poison the Well,488973,889935,metal,-1,-1,-1,-1,-1,0
2614,The Realist,Poison the Well,256121,860648,metal,-1,-1,-1,-1,-1,0
2615,Danger Is Go!,Powerman 5000,351766,884568,metal,747,3182,1656,-1,-1,1
2616,Return To The City Of The Dead,Powerman 5000,525784,991662,metal,-1,-1,-1,-1,-1,0
2617,Heroes And Villians,Powerman 5000,453151,985196,metal,-1,-1,-1,-1,-1,0
2618,4 Play,Pretty Ricky,738167,421600,randb,-1,-1,-1,-1,-1,0
2619,Field Trip,cinema,386169,96700,soundtrack,-1,-1,-1,-1,-1,0
2620,I Never Left,cinema,295151,307030,soundtrack,-1,-1,-1,-1,-1,0
2621,Detroit,Rancid,498365,1000990,rock,2623,2316,-1,-1,-1,1
2622,Another Night,Rancid,521605,791619,rock,-1,-1,-1,-1,-1,0
2623,Rejected,Rancid,393209,941726,rock,2328,-1,-1,-1,-1,1
2624,Unwritten Rules,Rancid,445859,874976,rock,-1,-1,-1,-1,-1,0
2625,Union Blood,Rancid,398922,987475,rock,2325,-1,-1,-1,-1,1
2626,Get Out Of My Way,Rancid,581435,881102,rock,-1,-1,-1,-1,-1,0
2627,Avenues and Alleyways,Rancid,437107,779697,rock,-1,-1,-1,-1,-1,0
2628,She Wants Money,Ratt,624966,936438,rock,2448,1846,-1,-1,-1,1
2629,A Falling Through,Ray LaMontagne,184808,217710,folk,2485,-1,-1,-1,-1,1
2630,Pressing On,Relient K,347420,1008011,pop,3300,1488,-1,-1,-1,1
2631,Jefferson Aero Plane,Relient K,324692,886882,pop,-1,-1,-1,-1,-1,0
2632,With Arms Outstretched,Rilo Kiley,382585,440192,pop,1551,3301,1663,2972,680,1
2633,Rage,Savatage,368785,992536,metal,2448,1685,1846,-1,-1,1
2634,Day After Day,Savatage,554461,571352,metal,-1,-1,-1,-1,-1,0
2635,Streets,Savatage,562031,698827,metal,2637,3222,797,-1,-1,1
2636,Strange Reality,Savatage,466746,854295,metal,-1,-1,-1,-1,-1,0
2637,Believe,Savatage,371734,722937,metal,1446,3222,-1,-1,-1,1
2638,Paragons of Innocence,Savatage,402097,877102,metal,-1,-1,-1,-1,-1,0
2639,Stay with me Awhile,Savatage,305726,701073,metal,-1,-1,-1,-1,-1,0
2640,Jimmy Was a Stimulator,Scott Weiland,315199,676605,rock,-1,-1,-1,-1,-1,0
2641,Empty Walls,Serj Tankian,42320,971075,rock,1655,1657,2385,929,866,1
2642,Saving Us,Serj Tankian,177967,764223,rock,2386,2385,3177,2118,1199,1
2643,Dive Over In,Skillet,466981,944801,rock,-1,-1,-1,-1,-1,0
2644,The Thirst Is Taking Over,Skillet,470629,728005,rock,-1,-1,-1,-1,-1,0
2645,My Obsession,Skillet,440058,863556,rock,2122,2432,1706,2186,2190,1
2646,The Last Night,Skillet,99850,735486,rock,2435,1503,856,2118,2223,1
2647,Better Than Drugs,Skillet,31196,832512,rock,2434,2118,579,698,788,1
2648,Comatose,Skillet,295100,956245,rock,869,856,1,2223,1503,1
2649,Falling Inside The Black,Skillet,121536,879103,rock,2647,1503,856,2118,1,1
2650,Sugartune,Sloan,390437,811564,rock,-1,-1,-1,-1,-1,0
2651,Seems So Heavy,Sloan,544243,692821,rock,2641,-1,-1,-1,-1,1
2652,The Life Of A Working Girl,Sloan,309127,386331,rock,2641,-1,-1,-1,-1,1
2653,You Know What It's About,Sloan,403023,415906,rock,-1,-1,-1,-1,-1,0
2654,Witches Wand,Sloan,403663,782938,rock,-1,-1,-1,-1,-1,0
2655,Latika's Theme,cinema,558018,210787,soundtrack,-1,-1,-1,-1,-1,0
