Song_id,Title,Artist,Valance,Arousal,Genre,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,have_sim
793,Punk rock song,Bad Religion,528585,992936,rock,1900,658,649,2128,-1,1
794,Special K,Placebo,207995,1070138,rock,1334,422,458,640,878,1
795,Stop complaining,Skye,889283,342305,pop,663,-1,-1,-1,-1,1
796,The reincarnation of Benjamin Breeg,Iron Maiden,17076,857651,metal,770,1649,3182,1437,299,1
797,The sweet escape,Gwen Stefani,885367,575217,pop,132,2347,3938,4053,165,1
798,What comes around...comes around,Justin Timberlake,745060,456142,pop,-1,-1,-1,-1,-1,0
799,Hey there delilah,Plain White T's,173440,357253,pop,1736,3565,613,2067,2266,1
800,Never again,Kelly Clarkson,143210,1049893,pop,786,2347,132,18,1563,1
801,You gotta be,Des?ree,919335,558746,randb,-1,-1,-1,-1,-1,0
802,juke box hero,Foreigner,913438,935004,rock,522,181,442,2293,334,1
803,Are you happy now ?,Michelle Branch,358904,956591,pop,801,39,1297,35,648,1
804,Wonderwall,Ryan Adams,122967,44507,pop,1395,2557,1663,2510,1662,1
805,Let's push thing's forward,The Streets,900558,328672,hip hop,-1,-1,-1,-1,-1,0
806,I Hope,Dixie Chicks,213145,454551,country,-1,-1,-1,-1,-1,0
807,Exchange,Massive Attack,983082,178503,electro,431,428,346,685,1747,1
808,Yolanda Anas,Gonzalo Rubalcaba,450760,125973,jazz,811,1038,3498,-1,-1,1
809,Promenade,Gonzalo Rubalcaba,585032,237885,jazz,3402,-1,-1,-1,-1,1
810,Here's That Rainy Day,Gonzalo Rubalcaba,607786,35881,jazz,3147,1061,-1,-1,-1,1
811,U-Turn (Lili),Aaron,18290,462164,pop,685,4018,1567,3989,-1,1
812,Strange Fruit,Aaron,93820,315770,pop,-1,-1,-1,-1,-1,0
813,Lost Highway,Aaron,152446,208252,pop,-1,-1,-1,-1,-1,0
814,Last Night Throughts,Aaron,545491,56951,pop,138,3463,-1,-1,-1,1
815,I Do Ft Sonny Of Pod,Anastacia,137965,773933,pop,-1,-1,-1,-1,-1,0
816,Infatuation,Christina Aguilera,724104,397983,pop,1785,581,277,165,2347,1
817,Dirrty Ft Redman,Christina Aguilera,772600,892924,pop,-1,-1,-1,-1,-1,0
818,Without You,Christina Aguilera,772002,433209,pop,581,801,1562,4091,3296,1
819,Mercy On Me,Christina Aguilera,131092,563390,pop,4051,4125,581,277,4078,1
820,Addicted,Kelly Clarkson,16442,748585,pop,824,35,2347,39,132,1
821,Where Is Your Heart,Kelly Clarkson,5288,392270,pop,35,2348,96,132,4105,1
822,You Found Me,Kelly Clarkson,167520,787316,pop,822,824,35,132,18,1
823,Hear Me,Kelly Clarkson,67642,873058,pop,822,39,35,132,1297,1
824,Still,Lionel Richie,300325,267130,pop,-1,-1,-1,-1,-1,0
825,Endless love,Lionel Richie,826471,297732,vocal pop,47,45,53,526,181,1
826,Candy Perfume Girl,Madonna,726381,358292,pop,3319,4098,380,2347,4125,1
827,Mother and Father,Madonna,595903,545082,pop,4098,4125,18,1785,4149,1
828,Give In To Me,Michael Jackson,22021,558186,pop,827,445,277,3288,3680,1
829,Will You Be There,Michael Jackson,902245,483864,pop,831,582,3299,3290,1790,1
830,Gone Too Soon,Michael Jackson,303556,237691,pop,3646,439,3299,-1,-1,1
831,Over My Shoulder,Mika,190054,144550,pop,1566,3412,3061,3410,-1,1
832,Family Portrait,P!nk,160871,518757,pop,1241,801,132,573,18,1
833,I'll Follow The Sun,The Beatles,139867,347773,rock,273,79,511,2427,21,1
834,Blackbird,The Beatles,221304,323800,rock,273,79,556,708,511,1
835,I wanna fuck you ft Snoop Dog,Akon,157920,465821,randb,-1,-1,-1,-1,-1,0
836,My Petition,Jill Scott,745331,253014,randb,1253,1252,292,-1,-1,1
837,Everything,Mary J. Blige,893802,454614,randb,1257,628,1253,292,-1,1
838,Gonna Breakthrough,Mary J. Blige,663317,602689,randb,1249,292,-1,-1,-1,1
839,Illusions,Cypress Hill,365175,444253,hip hop,49,1633,-1,-1,-1,1
840,Boom Biddy Bye Bye,Cypress Hill,280283,567339,hip hop,929,-1,-1,-1,-1,1
841,Killafornia,Cypress Hill,640921,451143,hip hop,-1,-1,-1,-1,-1,0
842,Whatta You Know,Cypress Hill,419452,515961,hip hop,1275,-1,-1,-1,-1,1
843,Prelude To A Come Up,Cypress Hill,253379,439925,hip hop,-1,-1,-1,-1,-1,0
844,Dust,Cypress Hill,426505,853712,hip hop,-1,-1,-1,-1,-1,0
845,One love People get ready,Bob Marley,850067,518145,reggae,-1,-1,-1,-1,-1,0
846,Behold,Culture,620635,460445,reggae,1623,1616,-1,-1,-1,1
847,Ride On Girl,Johnny Clarke,719788,427060,reggae,-1,-1,-1,-1,-1,0
848,Sinners Dub,Johnny Clarke,714918,421889,reggae,-1,-1,-1,-1,-1,0
849,Bobby Babylon,Freddie Mcgregor,613975,577545,reggae,1622,1617,-1,-1,-1,1
850,Surfin',Ernest Ranglin,702458,529488,reggae,1622,1617,1877,-1,-1,1
851,Eye of Danger,Michigan & Smiley,554155,568377,reggae,-1,-1,-1,-1,-1,0
852,Hot Milk,Jackie Mittoo,554483,467082,reggae,-1,-1,-1,-1,-1,0
853,Owner Fe de Yard,The Ethiopians,548005,462432,reggae,-1,-1,-1,-1,-1,0
854,Trench Town Rock,U-Roy,710955,524288,reggae,1617,-1,-1,-1,-1,1
855,Kryptonite,3 Doors Down,361393,912488,rock,1,2223,866,661,2118,1
856,Duck And Run,3 Doors Down,42513,751763,rock,2434,2118,2187,862,2223,1
857,Changes,3 Doors Down,157052,936068,rock,2436,2223,764,2118,1502,1
858,Going Down In Flames,3 Doors Down,364991,698134,rock,2436,2122,2118,1310,1683,1
859,Landing in London,3 Doors Down,100191,488708,rock,869,2118,1707,2223,647,1
860,The Package,A Perfect Circle,59910,676741,rock,929,217,2118,1331,2187,1
861,The Outsider,A Perfect Circle,84733,877115,rock,929,2118,217,1711,2187,1
862,Lullaby,A Perfect Circle,574182,324954,rock,929,1502,1360,579,1653,1
863,Peace Love and Understanding,A Perfect Circle,180405,233724,rock,661,2118,2187,1532,217,1
864,Sweet Sunshine,Beck,483329,415859,rock,1659,-1,-1,-1,-1,1
865,So cold,Breaking Benjamin,163296,710760,rock,869,2118,856,594,2223,1
866,Break my fall,Breaking Benjamin,316253,839598,rock,868,2118,2188,2650,2647,1
867,Believe,Breaking Benjamin,412174,873868,rock,867,769,2187,2223,2118,1
868,Breath,Breaking Benjamin,1607,832482,rock,2435,2118,594,2649,2223,1
869,Had Enough,Breaking Benjamin,178488,915480,rock,2118,2650,2187,2223,856,1
870,Working on the highway,Bruce Springsteen,590941,784605,rock,1586,206,1329,-1,-1,1
871,Subtract One Love (Multiply the Hear,Cake,654670,349504,rock,-1,-1,-1,-1,-1,0
872,Passover,Joy Division,549829,723791,rock,1351,376,-1,-1,-1,1
873,Sunshine,Keane,915796,579553,rock,557,78,779,641,896,1
874,No Quarter,Led Zeppelin,157867,739743,rock,412,159,770,708,206,1
875,Trampled Under Foot,Led Zeppelin,301829,790317,rock,159,770,266,4,206,1
876,Sunburn,Muse,2971,895259,rock,878,462,458,914,3533,1
877,Muscle Museum,Muse,113936,794352,rock,877,458,914,3533,287,1
878,Cave,Muse,73202,901561,rock,462,914,3533,1711,1886,1
879,Unintended,Muse,133924,624820,rock,881,458,3533,914,287,1
880,Uno,Muse,40400,883471,rock,882,879,458,462,914,1
881,Sober,Muse,22754,955926,rock,905,914,287,1728,1886,1
882,Hate This & I'll Love You,Muse,61813,781633,rock,-1,-1,-1,-1,-1,0
883,New Born,Muse,299021,1069740,rock,458,914,287,3533,1886,1
884,Space Dementia,Muse,103540,750961,rock,887,462,458,914,3533,1
885,Citizen Erased,Muse,117167,824177,rock,887,462,458,914,287,1
886,Micro Cuts,Muse,59983,802638,rock,886,462,458,914,287,1
887,Megalomania,Muse,98323,799594,rock,887,458,462,914,287,1
888,Shrinking Universe,Muse,1412,843580,rock,914,3533,1886,1718,589,1
889,Nature 1,Muse,88732,717029,rock,462,422,914,3533,595,1
890,Hyper Chondriac Music,Muse,63642,569691,rock,914,3533,595,589,3336,1
891,Dead Star,Muse,59534,947158,rock,893,458,462,914,223,1
892,In Your World,Muse,35219,829799,rock,892,462,458,914,3533,1
893,Apocalypse Please,Muse,800,948972,rock,895,896,462,458,914,1
894,Sing for Absolution,Muse,66023,584477,rock,896,894,462,458,3533,1
895,Falling Away with You,Muse,690179,836912,rock,895,462,914,3533,1886,1
896,Hysteria,Muse,594419,861645,rock,639,458,914,287,1711,1
897,The Small Print,Muse,10746,928190,rock,899,462,458,914,287,1
898,Endlessly,Muse,164982,320502,rock,900,896,458,462,914,1
899,Ruled by Secrecy,Muse,149636,333278,rock,899,462,458,914,3533,1
900,Assassin,Muse,13942,1019294,rock,902,462,458,914,1711,1
901,City of Delusion,Muse,10509,867985,rock,903,462,458,914,287,1
902,Hoodoo,Muse,27407,627197,rock,902,462,630,914,1711,1
903,Bones,Radiohead,290191,795083,rock,2712,886,512,914,78,1
904,Just,Radiohead,263429,859187,rock,512,78,914,446,1238,1
905,Bulletproof...I Wish I Was,Radiohead,222893,46167,rock,-1,-1,-1,-1,-1,0
906,Morning Bell,Radiohead,118929,576967,rock,2712,3241,1225,914,512,1
907,Pyramid Song,Radiohead,43459,525873,rock,2712,886,884,914,1225,1
908,Hunting Bears,Radiohead,164984,49431,rock,2712,886,1225,914,512,1
909,Like Spinning Plates,Radiohead,60443,240344,rock,909,2712,3241,1225,1342,1
910,Like Spinning Plates,Radiohead,112326,352179,rock,909,2712,3241,1225,1342,1
911,True Love Waits,Radiohead,94241,475151,rock,456,702,1663,880,2510,1
912,Drowning,Stereophonics,136182,750955,rock,589,2286,1719,595,3534,1
913,Seven Nation Army,The White Stripes,310682,702078,rock,595,287,1711,2286,458,1
914,Ball and Biscuit,The White Stripes,307702,395844,rock,2480,595,458,884,1718,1
915,You Don't Know What Love Is (You,The White Stripes,302792,943887,rock,-1,-1,-1,-1,-1,0
916,Remy Red,Angie Stone,692812,524973,randb,628,1252,1261,2267,-1,1
917,I'm Through Trying To Prove My Love To You,Millie Jackson,442354,381002,randb,-1,-1,-1,-1,-1,0
918,Beauty mark,Charlotte Church,767531,121503,vocal pop,-1,-1,-1,-1,-1,0
919,Fallen Embers,Enya,188552,18426,vocal pop,-1,-1,-1,-1,-1,0
920,Lazy Days,Enya,935533,304051,vocal pop,2500,-1,-1,-1,-1,1
921,Paint The Sky With Stars,Enya,151160,28302,vocal pop,-1,-1,-1,-1,-1,0
922,Jojo,Jacques Brel,20215,105697,vocal pop,-1,-1,-1,-1,-1,0
923,Spanish harlem,Tom Jones,903140,315183,vocal pop,-1,-1,-1,-1,-1,0
924,Minha Galera,Manu Chao,735066,437701,world,101,1673,1674,-1,-1,1
925,Heartbreaker,Led Zeppelin,524145,831308,rock,300,770,266,708,4,1
926,Onda su onda,Paolo Conte,310710,327507,vocal pop,-1,-1,-1,-1,-1,0
927,Block rockin' beats,The Chemical Brothers,562525,926476,electro,220,663,78,929,557,1
928,Killing in the name,Rage Against the Machine,368158,954173,metal,914,1711,217,728,777,1
929,Goldberg Variations No.25,Glenn Gould,483893,120316,classical,-1,-1,-1,-1,-1,0
930,Aria da Capo,Glenn Gould,432574,25958,classical,-1,-1,-1,-1,-1,0
931,Partita No.3 - Burlesca,Glenn Gould,600186,145291,classical,-1,-1,-1,-1,-1,0
932,Cello suite No.3,Pierre Fournier,226530,399482,classical,-1,-1,-1,-1,-1,0
933,Cello suite No.5,Pierre Fournier,387456,127878,classical,-1,-1,-1,-1,-1,0
934,Prelude,Glenn Gould,522959,289352,classical,516,-1,-1,-1,-1,1
935,Fidelio,Ludwig van Beethoven,694603,176278,classical,-1,-1,-1,-1,-1,0
936,"Piano sonata ""Tempest""",Alfred Brendel,473640,133934,classical,-1,-1,-1,-1,-1,0
937,Piano sonata No.21 - mvt No.2,Alfred Brendel,476840,75999,classical,-1,-1,-1,-1,-1,0
938,Addio Del Passato,Maria Callas,612703,234440,classical,3108,-1,-1,-1,-1,1
939,Il Dolce Sueno,Maria Callas,581383,294969,classical,-1,-1,-1,-1,-1,0
940,Ballabile,Emmanuel Chabrier,407044,405326,classical,2849,-1,-1,-1,-1,1
941,Berceuse,Fryderyk Chopin,882701,64595,classical,-1,-1,-1,-1,-1,0
942,Mazurka No.50,Eugen Indjic,444503,30912,classical,-1,-1,-1,-1,-1,0
943,Nocturne No.2,Fryderyk Chopin,701850,157840,classical,-1,-1,-1,-1,-1,0
944,Nocturne No.15,Fryderyk Chopin,382240,35682,classical,-1,-1,-1,-1,-1,0
945,Nocturne No.16,Fryderyk Chopin,472044,117107,classical,-1,-1,-1,-1,-1,0
946,Rondo op16,Fryderyk Chopin,719352,236004,classical,-1,-1,-1,-1,-1,0
947,Sonata op34 No.2,Muzio Clementi,419456,314473,classical,-1,-1,-1,-1,-1,0
948,Sonata op40 No.2 - mvt No.1,Muzio Clementi,402508,64767,classical,-1,-1,-1,-1,-1,0
949,Sonata op40 No.2 - mvt No.2,Muzio Clementi,517595,361154,classical,-1,-1,-1,-1,-1,0
950,Billy the Kid - 8 The Open Prairie Again,Aaron Copland,639247,404642,classical,-1,-1,-1,-1,-1,0
951,L'Invitation Au Voyage,Henri Duparc,539248,3365,classical,-1,-1,-1,-1,-1,0
952,Phidyle,Henri Duparc,280520,4074,classical,-1,-1,-1,-1,-1,0
953,La Vie Anterieure,Henri Duparc,429968,252623,classical,-1,-1,-1,-1,-1,0
954,Nuits dans les jardins d'Espagne,Manuel de Falla,472262,415203,classical,-1,-1,-1,-1,-1,0
955,Piano concerto No.6 - mvt No.3,John Field,551732,437648,classical,-1,-1,-1,-1,-1,0
956,Symphony No.3 mvt No.3,Henryk Mikolaj G,218875,4116,classical,-1,-1,-1,-1,-1,0
957,Piano concerto F - mvt No.2,George Gershwin,442723,341332,classical,-1,-1,-1,-1,-1,0
958,VI Zapateado,Enrique Granados,479507,455319,classical,-1,-1,-1,-1,-1,0
959,At the craddle,Edvard Grieg,652193,18392,classical,-1,-1,-1,-1,-1,0
960,Peer Gynt,Edvard Grieg,714410,169973,classical,14,-1,-1,-1,-1,1
961,The Creation,Joseph Haydn,683407,217940,classical,-1,-1,-1,-1,-1,0
962,The Creation,Joseph Haydn,609975,366448,classical,-1,-1,-1,-1,-1,0
963,Spring - mvt No.5,Joseph Haydn,519481,309468,classical,-1,-1,-1,-1,-1,0
964,O Virga Mediatrix,Hildegard von Bingen,693875,257997,classical,-1,-1,-1,-1,-1,0
965,O Nobilissima Viriditas,Hildegard von Bingen,437596,95640,classical,-1,-1,-1,-1,-1,0
966,Requiem - Sanctus,Jean Gilles,670926,267147,classical,-1,-1,-1,-1,-1,0
967,Totentanz,Franz Liszt,121047,672783,classical,-1,-1,-1,-1,-1,0
968,Ruckert-Lieder,Dame Janet Baker,767719,60457,classical,-1,-1,-1,-1,-1,0
969,Piano concerto No.1 - mvt No.2,Felix Mendelssohn,713331,263480,classical,-1,-1,-1,-1,-1,0
970,Romances Sans Paroles,Felix Mendelssohn,563163,301359,classical,-1,-1,-1,-1,-1,0
971,Canciones i dansas for piano No.2,Federico Mompou,192110,118242,classical,-1,-1,-1,-1,-1,0
972,Violon concerto No.3 - mvt No.2,Wolfgang Amadeus Mozart,672448,360514,classical,-1,-1,-1,-1,-1,0
973,Violon concerto No.2 - mvt No.2,Wolfgang Amadeus Mozart,541553,236011,classical,-1,-1,-1,-1,-1,0
974,Tableaux d'une exposition,Mussorgsky,594763,65218,classical,-1,-1,-1,-1,-1,0
975,The Peepshow (Musical Satire),Mussorgsky,424378,142722,classical,-1,-1,-1,-1,-1,0
976,St Luke Passion,Krzysztof Penderecki,686195,244018,classical,-1,-1,-1,-1,-1,0
977,The bestiary - The grasshopper,Felicity Lott,696417,272686,classical,-1,-1,-1,-1,-1,0
978,To her guitar,Felicity Lott,434844,224673,classical,-1,-1,-1,-1,-1,0
979,Journey,Felicity Lott,573264,154108,classical,-1,-1,-1,-1,-1,0
980,Les Soirees de Nazelles No.6,Francis Poulenc,515950,435027,classical,-1,-1,-1,-1,-1,0
981,Nocturnes No.3,Francis Poulenc,513581,94703,classical,-1,-1,-1,-1,-1,0
982,Intermezzo in A flat,Francis Poulenc,556208,342214,classical,-1,-1,-1,-1,-1,0
983,Lt Kije - Troika,Sergei Prokofiev,574558,413913,classical,-1,-1,-1,-1,-1,0
984,Visions Fugitives,Sergei Prokofiev,633050,146692,classical,-1,-1,-1,-1,-1,0
985,If music be the food of love,Alfred Deller,514855,442465,classical,-1,-1,-1,-1,-1,0
986,O Lead Me To Some Peaceful Gloom,Alfred Deller,447907,307838,classical,-1,-1,-1,-1,-1,0
987,King Arthur,Henry Purcell,458765,263160,classical,-1,-1,-1,-1,-1,0
988,Etudes-Tableaux Op33 No.3,Sergei Rachmaninov,608710,217854,classical,-1,-1,-1,-1,-1,0
989,Songs No.3,Sergei Rachmaninov,658388,82068,classical,-1,-1,-1,-1,-1,0
990,Songs No.12,Sergei Rachmaninov,436912,93107,classical,-1,-1,-1,-1,-1,0
991,Introduction et Allegro,Maurice Ravel,719314,12671,classical,-1,-1,-1,-1,-1,0
992,Le tombeau de Couperin,Maurice Ravel,741152,232266,classical,-1,-1,-1,-1,-1,0
993,Le tombeau de Couperin,Maurice Ravel,757236,329094,classical,-1,-1,-1,-1,-1,0
994,Le tombeau de Couperin,Maurice Ravel,538965,310439,classical,-1,-1,-1,-1,-1,0
995,Sonate pour violon et violoncelle - mvt No.2,Maurice Ravel,431296,40768,classical,-1,-1,-1,-1,-1,0
996,Le Coq d'Or,Nikolai Rimsky-Korsakov,656928,152780,classical,-1,-1,-1,-1,-1,0
997,Concerto d'Aranjuez - mvt No.1,Rodrigo,980905,543535,classical,-1,-1,-1,-1,-1,0
998,Le cygne,Martha Argerich,939082,6604,classical,-1,-1,-1,-1,-1,0
999,Gnossiennes No.4,Erik Satie,524573,131253,classical,495,494,-1,-1,-1,1
1000,Sonata (Concerto IX) in A minor - mvt No.2,Fabio Biondi,378446,460,classical,-1,-1,-1,-1,-1,0
1001,Sonata K 247,Domenico Scarlatti,613310,319026,classical,-1,-1,-1,-1,-1,0
1002,Impromptu D899 No.3,Alfred Brendel,692322,100912,classical,-1,-1,-1,-1,-1,0
1003,Piano sonata D845 - mvt No.1,Wilhelm Kempff,499883,328705,classical,-1,-1,-1,-1,-1,0
1004,Piano sonata D894 - mvt No.3,Wilhelm Kempff,626810,390217,classical,-1,-1,-1,-1,-1,0
1005,Etudes symphoniques op 13,Robert Schumann,682877,407343,classical,-1,-1,-1,-1,-1,0
1006,Symphony No.4 - mvt No.4,Herbert von Karajan,541597,316368,classical,-1,-1,-1,-1,-1,0
1007,Preludes,Alexander Scriabin,589989,45170,classical,-1,-1,-1,-1,-1,0
1008,Preludes,Alexander Scriabin,466337,168709,classical,-1,-1,-1,-1,-1,0
1009,Preludes,Alexander Scriabin,382206,177318,classical,-1,-1,-1,-1,-1,0
1010,Preludes,Alexander Scriabin,431267,140038,classical,-1,-1,-1,-1,-1,0
1011,Preludes,Alexander Scriabin,436291,94004,classical,-1,-1,-1,-1,-1,0
1012,Preludes,Alexander Scriabin,636404,80424,classical,-1,-1,-1,-1,-1,0
1013,Panorama,Pyotr Ilyich Tchaikovsky,849980,359107,classical,-1,-1,-1,-1,-1,0
1014,Saluncar de Barrameda (No.3),Joaquin Turina,444999,223388,classical,-1,-1,-1,-1,-1,0
1015,Ritorna vincitor!,Giuseppe Verdi,546845,260106,classical,-1,-1,-1,-1,-1,0
1016,Aida,Giuseppe Verdi,474006,490444,classical,-1,-1,-1,-1,-1,0
1017,O tu che sei,Giuseppe Verdi,639250,301422,classical,-1,-1,-1,-1,-1,0
1018,Don Carlo,Giuseppe Verdi,512896,273404,classical,-1,-1,-1,-1,-1,0
1019,Don Carlo,Giuseppe Verdi,412689,542486,classical,-1,-1,-1,-1,-1,0
1020,Macbeth,Giuseppe Verdi,610357,409387,classical,-1,-1,-1,-1,-1,0
1021,Rigoletto,Giuseppe Verdi,659097,128479,classical,1021,-1,-1,-1,-1,1
1022,The Four Seasons - Autumn,Antonio Vivaldi,209624,83803,classical,2872,-1,-1,-1,-1,1
1023,"Violon concerto ""The storm at sea"" - mvt No.2",Antonio Vivaldi,409354,198489,classical,-1,-1,-1,-1,-1,0
1024,Val's Pal,Art Pepper,562034,337469,jazz,-1,-1,-1,-1,-1,0
1025,I Gotta Right to Sing the Blues,Art Tatum,731251,487627,jazz,1036,-1,-1,-1,-1,1
1026,Can't We Be Friends-,Art Tatum,544262,382214,jazz,-1,-1,-1,-1,-1,0
1027,My Foolish Heart,Bill Evans,492754,63181,jazz,3874,209,1041,3147,811,1
1028,Unforgettable,Bill Watrous,747539,110320,jazz,-1,-1,-1,-1,-1,0
1029,Am I Blue-,Billie Holiday,828430,162729,jazz,355,-1,-1,-1,-1,1
1030,All or Nothing at All,Billie Holiday,792104,399785,jazz,1059,2908,-1,-1,-1,1
1031,Honky tonky,Bobby Jaspar,635796,619013,jazz,-1,-1,-1,-1,-1,0
1032,Sveti Boze (Dear Lord),Bojan Z,422385,466708,jazz,-1,-1,-1,-1,-1,0
1033,Mothers of the Veil,Bojan Z,245179,267489,jazz,3470,3475,-1,-1,-1,1
1034,Convalescent,Brad Mehldau,618831,563798,jazz,209,210,-1,-1,-1,1
1035,Schloss Elmau,Brad Mehldau,531274,493018,jazz,1026,1046,1102,-1,-1,1
1036,Nearness of You,Brad Mehldau,605408,41523,jazz,1075,1995,-1,-1,-1,1
1037,Intro,Brad Mehldau,447354,23709,jazz,3147,-1,-1,-1,-1,1
1038,The Folks Who Live on the Hill,Brad Mehldau,571474,88146,jazz,1045,1102,3868,-1,-1,1
1039,Cry Me a River,Brad Mehldau,549670,107270,jazz,3868,-1,-1,-1,-1,1
1040,River Man,Brad Mehldau,517457,529889,jazz,3147,811,3874,-1,-1,1
1041,Heim,Bugge Wesseltoft,591292,71206,jazz,-1,-1,-1,-1,-1,0
1042,Viii-Picture 8,Chick Corea,447082,80285,jazz,-1,-1,-1,-1,-1,0
1043,That Old Feeling,Dave Brubeck,639285,55264,jazz,3868,1612,1026,562,1102,1
1044,Over the Rainbow,Dave Brubeck,578959,77285,jazz,121,3868,-1,-1,-1,1
1045,Chorale,Dave Brubeck,557699,134002,jazz,1168,-1,-1,-1,-1,1
1046,Angel Eyes,Dee Dee Bridgewater,814273,82481,jazz,1161,1768,2023,1107,68,1
1047,Love Vibrations,Dee Dee Bridgewater,854326,220403,jazz,2023,2020,310,-1,-1,1
1048,Ev'ry Time We Say Goodbye,Dinah Washington,684343,393734,jazz,2926,168,1047,-1,-1,1
1049,I'll Drown in My Tears,Dinah Washington,729747,315781,jazz,2900,-1,-1,-1,-1,1
1050,Prelude to a Kiss,Duke Ellington,639743,170467,jazz,1463,-1,-1,-1,-1,1
1051,I Got It Bad (And That Ain't Good),Duke Ellington,146766,250333,jazz,-1,-1,-1,-1,-1,0
1052,Beale Street Blues,Duke Ellington,816408,407647,jazz,-1,-1,-1,-1,-1,0
1053,Misty,Ella Fitzgerald,822391,216560,jazz,355,3053,382,117,1475,1
1054,I've got the world on a string,Ella Fitzgerald,907419,547885,jazz,2026,1152,3220,-1,-1,1
1055,Moonlight in Vermont,Ella Fitzgerald,673826,165639,jazz,1107,2024,1468,2942,1077,1
1056,Tenderly,Ella Fitzgerald,576069,282694,jazz,1059,1107,2024,1461,390,1
1057,Cheek to Cheek,Ella Fitzgerald,860139,657126,jazz,237,226,179,106,1107,1
1058,The Nearness of You,Ella Fitzgerald,687918,312669,jazz,1057,2024,1461,356,1184,1
1059,April in Paris,Ella Fitzgerald,819354,193997,jazz,1057,1056,1107,2026,1470,1
1060,Can't Help Lovin' Dat Man,Erroll Garner,577995,565296,jazz,1038,811,-1,-1,-1,1
1061,The Man In Love,Etta James,189248,241072,jazz,-1,-1,-1,-1,-1,0
1062,Baby brown,Fats Waller,678256,556063,jazz,-1,-1,-1,-1,-1,0
1063,Crystal Silence,Gary Burton,503829,74243,jazz,-1,-1,-1,-1,-1,0
1064,Exode,Henri Texier,400956,435463,jazz,810,-1,-1,-1,-1,1
1065,My Funny Valentine,Jacky Terrasson,557192,333001,jazz,-1,-1,-1,-1,-1,0
1066,I Fall in Love Too Easily,Jacky Terrasson,481262,109068,jazz,-1,-1,-1,-1,-1,0
1067,L'air de rien,Jacky Terrasson,272675,217099,jazz,3147,3874,-1,-1,-1,1
1068,Echo Through the Canyon,Jimmy Giuffre,511580,33623,jazz,1072,-1,-1,-1,-1,1
1069,Campfire,Jimmy Giuffre,345377,186730,jazz,1072,-1,-1,-1,-1,1
1070,Cobra,Jimmy Giuffre,733078,370280,jazz,1072,-1,-1,-1,-1,1
1071,Lonely Days,Jimmy Giuffre,258996,86426,jazz,-1,-1,-1,-1,-1,0
1072,I'm Old Fashioned,John Coltrane,430146,469225,jazz,562,1463,122,320,-1,1
1073,Velvet Scene,John Coltrane,345391,299024,jazz,624,-1,-1,-1,-1,1
1074,Never Let Me Go,Keith Jarrett,741346,168539,jazz,811,-1,-1,-1,-1,1
1075,My Funny Valentine-Song,Keith Jarrett,483482,248132,jazz,-1,-1,-1,-1,-1,0
1076,When Did You Leave Heaven,Lisa Ekdahl,902792,77127,jazz,1078,1079,1056,3522,-1,1
1077,But Not For Me,Lisa Ekdahl,654739,494578,jazz,1081,-1,-1,-1,-1,1
1078,Cry Me a River,Lisa Ekdahl,198164,152433,jazz,1078,2023,1470,1461,1466,1
1079,Boy Next Door,Lisa Ekdahl,853332,293731,jazz,-1,-1,-1,-1,-1,0
1080,I'm A Fool To Want You,Lisa Ekdahl,297434,120992,jazz,122,1182,-1,-1,-1,1
1081,Daybreak,Lisa Ekdahl,843981,248762,jazz,514,2056,3264,1152,1466,1
1082,Sunny Weather,Lisa Ekdahl,942424,299784,jazz,2021,1182,-1,-1,-1,1
1083,I've Never Seen Anything Like You,Lisa Ekdahl,933159,181156,jazz,1085,2024,1460,1190,1151,1
1084,Of My Conceit,Lisa Ekdahl,577659,174715,jazz,2023,1460,1104,3055,625,1
1085,Dream,Jimmy Scott,620261,216216,jazz,-1,-1,-1,-1,-1,0
1086,Nage sur le do majar,Martial Solal,517230,470237,jazz,-1,-1,-1,-1,-1,0
1087,View from the Hill,McCoy Tyner,568258,213824,jazz,-1,-1,-1,-1,-1,0
1088,African Flower,Michel Petrucciani,290179,145133,jazz,209,810,3865,3867,-1,1
1089,The Blue Room,Miles Davis,569307,264312,jazz,2927,-1,-1,-1,-1,1
1090,Oleo,Miles Davis,450601,640653,jazz,1463,-1,-1,-1,-1,1
1091,Assassinat,Miles Davis,601864,181154,jazz,-1,-1,-1,-1,-1,0
1092,Blue in Green,Miles Davis,516516,242405,jazz,117,3145,562,490,209,1
1093,I Haven't Got Anything Better To Do,Natalie Cole,170590,229536,vocal pop,1152,2023,-1,-1,-1,1
1094,I Told You So,Natalie Cole,262819,275014,vocal pop,1165,-1,-1,-1,-1,1
1095,Tell Me More and More and Then Some,Nina Simone,57236,347877,jazz,-1,-1,-1,-1,-1,0
1096,Easy Walker,Oscar Peterson,528582,452835,jazz,1998,93,-1,-1,-1,1
1097,In the Wee Small Hours of the Morning,Oscar Peterson,693907,95405,jazz,3147,166,-1,-1,-1,1
1098,It Never Entered My Mind,Oscar Peterson,920800,148536,jazz,-1,-1,-1,-1,-1,0
1099,Ev'ry Time We Say Goodbye,Oscar Peterson,846721,34504,jazz,1113,-1,-1,-1,-1,1
1100,Just In Time,Oscar Peterson,699814,280697,jazz,2907,355,121,-1,-1,1
1101,Lonely Woman,Pat Metheny,636473,154927,jazz,1036,-1,-1,-1,-1,1
